날짜,코스피,PBR,배당수익률,삼성전자,,
2020-01-08,17.81,0.87,2.06,18.12,,
2020-01-09,18.11,0.89,2.03,18.70,,
2020-01-10,18.27,0.89,2.01,18.99,,
2020-01-13,18.46,0.9,1.99,19.15,,
2020-01-14,18.54,0.91,1.98,19.15,,
2020-01-15,18.48,0.91,1.99,18.83,,
2020-01-16,18.62,0.91,1.97,19.37,,
2020-01-17,18.64,0.91,1.97,19.56,,
2020-01-20,18.75,0.92,1.96,19.91,,
2020-01-21,18.55,0.91,1.98,19.59,,
2020-01-22,18.78,0.92,1.96,19.88,,
2020-01-23,18.61,0.91,1.98,19.40,,
2020-01-28,18.03,0.88,2.04,18.76,,
2020-01-29,18.1,0.89,2.03,18.86,,
2020-01-30,17.79,0.87,2.07,18.25,,
2020-01-31,17.56,0.86,2.09,18.00,,
2020-02-03,17.56,0.86,2.09,18.25,,
2020-02-04,17.88,0.88,2.06,18.79,,
2020-02-05,17.94,0.88,2.05,18.99,,
2020-02-06,18.46,0.9,1.99,19.50,,
2020-02-07,18.33,0.9,2.01,19.27,,
2020-02-10,18.24,0.89,2.02,19.05,,
2020-02-11,18.42,0.9,2,19.11,,
2020-02-12,18.55,0.91,1.98,19.31,,
2020-02-13,18.51,0.91,1.99,19.37,,
2020-02-14,18.63,0.91,1.97,19.72,,
2020-02-17,18.62,0.91,1.97,19.62,,
2020-02-18,18.34,0.9,2,19.08,,
2020-02-19,18.35,0.9,2,19.21,,
2020-02-20,18.23,0.89,2.01,19.15,,
2020-02-21,17.96,0.88,2.04,18.89,,
2020-02-24,17.26,0.84,2.12,18.12,,
2020-02-25,17.46,0.85,2.1,18.48,,
2020-02-26,17.24,0.84,2.12,18.03,,
2020-02-27,17.06,0.83,2.15,17.84,,
2020-02-28,16.5,0.81,2.22,17.30,,
2020-03-02,16.62,0.81,2.2,17.55,,
2020-03-03,16.72,0.82,2.19,17.68,,
2020-03-04,17.09,0.84,2.14,18.32,,
2020-03-05,17.31,0.85,2.12,18.44,,
2020-03-06,16.93,0.83,2.16,18.03,,
2020-03-09,16.22,0.79,2.26,17.30,,
2020-03-10,16.29,0.8,2.25,17.42,,
2020-03-11,15.84,0.77,2.31,16.62,,
2020-03-12,15.22,0.74,2.41,16.21,,
2020-03-13,14.7,0.72,2.49,15.94,,
2020-03-16,14.23,0.7,2.57,15.60,,
2020-03-17,13.88,0.68,2.64,15.09,,
2020-03-18,13.2,0.65,2.77,14.55,,
2020-03-19,12.09,0.59,3.03,13.71,,
2020-03-20,13.19,0.64,2.82,14.49,,
2020-03-23,12.48,0.6,2.97,13.56,,
2020-03-24,13.47,0.65,2.74,14.98,,
2020-03-25,14.26,0.69,2.59,15.52,,
2020-03-26,14.1,0.68,2.62,15.25,,
2020-03-27,14.37,0.7,2.57,15.41,,
2020-03-30,14.36,0.7,2.57,15.27,,
2020-03-31,14.66,0.71,2.51,15.24,,
2020-04-01,14.08,0.68,2.62,14.33,,
2020-04-02,14.41,0.7,2.56,14.64,,
2020-04-03,14.41,0.7,2.56,14.70,,
2020-04-06,14.97,0.73,2.46,15.24,,
2020-04-07,15.23,0.74,2.42,15.52,,
2020-04-08,15.09,0.73,2.44,15.20,,
2020-04-09,15.33,0.75,2.4,15.36,,
2020-04-10,15.54,0.76,2.37,15.41,,
2020-04-13,15.25,0.74,2.42,15.11,,
2020-04-14,15.51,0.75,2.38,15.33,,
2020-04-16,15.5,0.75,2.38,15.33,,
2020-04-17,15.98,0.78,2.3,16.08,,
2020-04-20,15.85,0.77,2.32,15.67,,
2020-04-21,15.69,0.76,2.35,15.41,,
2020-04-22,15.83,0.77,2.33,15.60,,
2020-04-23,15.98,0.78,2.3,15.60,,
2020-04-24,15.77,0.77,2.34,15.44,,
2020-04-27,16.05,0.78,2.29,15.60,,
2020-04-28,16.15,0.79,2.28,15.67,,
2020-04-29,16.26,0.79,2.27,15.64,,
2020-05-04,18.3,0.78,2.3,15.17,,
2020-05-06,18.62,0.79,2.26,15.39,,
2020-05-07,18.62,0.79,2.26,15.27,,
2020-05-08,18.79,0.8,2.24,15.27,,
2020-05-11,18.69,0.79,2.25,15.14,,
2020-05-12,18.56,0.79,2.27,14.99,,
2020-05-13,18.73,0.79,2.25,15.19,,
2020-05-14,18.58,0.79,2.26,15.02,,
2020-05-15,18.61,0.79,2.26,14.97,,
2020-05-18,18.72,0.79,2.25,15.27,,
2020-05-19,19.14,0.81,2.2,15.74,,
2020-05-20,19.23,0.81,2.19,15.64,,
2020-05-21,19.32,0.82,2.18,15.63,,
2020-05-22,19.04,0.81,2.21,15.25,,
2020-05-25,19.27,0.82,2.19,15.28,,
2020-05-26,19.62,0.83,2.15,15.41,,
2020-05-27,19.63,0.83,2.15,15.61,,
2020-05-28,19.61,0.83,2.15,15.77,,
2020-05-29,19.62,0.83,2.15,15.86,,
2020-06-01,19.97,0.85,2.11,16.02,,
2020-06-02,20.18,0.85,2.09,16.08,,
2020-06-03,24.57,0.88,2.03,17.05,,
2020-06-04,24.62,0.88,2.02,17.08,,
2020-06-05,25,0.9,1.99,17.36,,
2020-06-08,25.02,0.9,1.99,17.18,,
2020-06-09,25.08,0.9,1.99,17.36,,
2020-06-10,25.16,0.9,1.98,17.33,,
2020-06-11,24.94,0.9,2,16.99,,
2020-06-12,24.43,0.88,2.04,16.36,,
2020-06-15,23.26,0.83,2.14,15.61,,
2020-06-16,24.5,0.88,2.03,16.30,,
2020-06-17,24.54,0.88,2.03,16.33,,
2020-06-18,24.45,0.88,2.04,16.36,,
2020-06-19,24.54,0.88,2.03,16.55,,
2020-06-22,24.37,0.87,2.05,16.27,,
2020-06-23,24.43,0.88,2.04,16.08,,
2020-06-24,24.78,0.89,2.01,16.55,,
2020-06-25,24.22,0.87,2.06,16.24,,
2020-06-26,24.48,0.88,2.04,16.68,,
2020-06-29,24,0.86,2.08,16.39,,
2020-06-30,24.18,0.87,2.06,16.52,,
2020-07-01,24.16,0.87,2.06,14.36,,
2020-07-02,24.49,0.88,2.04,14.45,,
2020-07-03,24.89,0.89,2.01,14.64,,
2020-07-06,25.31,0.91,1.97,15.02,,
2020-07-07,25.03,0.9,1.99,14.58,,
2020-07-08,24.97,0.89,2,14.47,,
2020-07-09,25.07,0.9,1.99,14.42,,
2020-07-10,24.87,0.89,2.01,14.39,,
2020-07-13,25.28,0.91,1.97,14.58,,
2020-07-14,25.25,0.91,1.98,14.69,,
2020-07-15,25.46,0.91,1.96,14.94,,
2020-07-16,25.25,0.91,1.98,14.69,,
2020-07-17,25.45,0.91,1.96,14.86,,
2020-07-20,25.42,0.91,1.96,14.80,,
2020-07-21,25.8,0.92,1.94,15.10,,
2020-07-22,25.8,0.92,1.94,14.94,,
2020-07-23,25.65,0.92,1.95,14.77,,
2020-07-24,25.47,0.91,1.96,14.80,,
2020-07-27,25.67,0.92,1.95,15.18,,
2020-07-28,26.13,0.94,1.91,16.00,,
2020-07-29,26.2,0.94,1.91,16.11,,
2020-07-30,26.24,0.94,1.9,16.11,,
2020-07-31,26.04,0.93,1.92,15.81,,
2020-08-03,26.06,0.93,1.92,15.51,,
2020-08-04,26.39,0.95,1.89,15.65,,
2020-08-05,26.77,0.96,1.87,15.54,,
2020-08-06,27.12,0.97,1.84,15.84,,
2020-08-07,27.23,0.98,1.83,15.70,,
2020-08-10,27.63,0.99,1.81,15.78,,
2020-08-11,28.01,1,1.78,15.89,,
2020-08-12,28.16,1.01,1.77,16.11,,
2020-08-13,28.23,1.01,1.77,16.03,,
2020-08-14,27.89,1,1.79,15.84,,
2020-08-18,26.95,0.97,1.84,15.95,,
2020-08-19,27.09,0.98,1.83,15.78,,
2020-08-20,26.1,0.94,1.9,15.13,,
2020-08-21,26.45,0.96,1.87,15.27,,
2020-08-24,26.74,0.97,1.85,15.32,,
2020-08-25,27.17,0.98,1.82,15.40,,
2020-08-26,27.2,0.98,1.82,15.40,,
2020-08-27,26.91,0.97,1.84,15.18,,
2020-08-28,27.02,0.98,1.83,15.13,,
2020-08-31,26.7,0.97,1.85,14.75,,
2020-09-01,26.97,0.98,1.83,14.80,,
2020-09-02,27.14,0.98,1.82,14.86,,
2020-09-03,27.51,0.99,1.8,15.40,,
2020-09-04,27.19,0.98,1.82,15.18,,
2020-09-07,27.37,0.99,1.81,15.43,,
2020-09-08,27.58,1,1.79,16.03,,
2020-09-09,27.28,0.99,1.81,15.95,,
2020-09-10,28.63,0.98,1.8,16.17,,
2020-09-11,28.63,0.98,1.8,16.11,,
2020-09-14,29,0.99,1.78,16.49,,
2020-09-15,29.19,0.99,1.76,16.66,,
2020-09-16,29.1,0.99,1.77,16.66,,
2020-09-17,28.75,0.98,1.79,16.25,,
2020-09-18,28.82,0.98,1.79,16.19,,
2020-09-21,28.55,0.97,1.8,16.17,,
2020-09-22,27.87,0.95,1.85,15.89,,
2020-09-23,27.85,0.95,1.85,16.00,,
2020-09-24,27.13,0.92,1.9,15.78,,
2020-09-25,27.2,0.93,1.89,15.81,,
2020-09-28,27.56,0.94,1.87,15.89,,
2020-09-29,27.79,0.95,1.85,15.89,,
2020-10-05,28.15,0.96,1.83,15.28,,
2020-10-06,28.25,0.96,1.82,15.36,,
2020-10-07,28.5,0.97,1.81,15.59,,
2020-10-08,28.57,0.97,1.8,15.54,,
2020-10-12,28.71,0.98,1.79,15.72,,
2020-10-13,28.7,0.98,1.79,15.86,,
2020-10-14,28.43,0.97,1.81,15.86,,
2020-10-15,28.22,0.96,1.82,15.62,,
2020-10-16,28.1,0.96,1.83,15.49,,
2020-10-19,28.17,0.96,1.83,15.62,,
2020-10-20,28.33,0.97,1.81,15.86,,
2020-10-21,28.48,0.97,1.81,15.86,,
2020-10-22,28.29,0.96,1.82,15.65,,
2020-10-23,28.36,0.97,1.81,15.67,,
2020-10-26,28.15,0.96,1.83,15.72,,
2020-10-27,28,0.96,1.84,15.57,,
2020-10-28,28.17,0.96,1.82,15.36,,
2020-10-29,27.95,0.95,1.84,15.13,,
2020-10-30,27.23,0.93,1.89,14.74,,
2020-11-02,27.63,0.94,1.86,14.94,,
2020-11-03,28.16,0.96,1.83,15.31,,
2020-11-04,28.33,0.97,1.81,15.23,,
2020-11-05,29.01,0.99,1.77,15.70,,
2020-11-06,29.04,0.99,1.77,15.65,,
2020-11-09,29.41,1,1.75,15.67,,
2020-11-10,29.48,1.01,1.74,15.67,,
2020-11-11,29.88,1.02,1.72,15.96,,
2020-11-12,29.76,1.02,1.73,15.88,,
2020-11-13,29.98,1.02,1.71,16.45,,
2020-11-16,30.57,1.04,1.68,17.26,,
2020-11-17,30.53,1.04,1.68,17.10,,
2020-11-18,30.61,1.04,1.68,16.87,,
2020-11-19,30.63,1.05,1.68,16.82,,
2020-11-20,30.71,1.05,1.67,16.84,,
2020-11-23,31.3,1.07,1.64,17.57,,
2020-11-24,31.48,1.07,1.63,17.63,,
2020-11-25,31.29,1.07,1.64,17.34,,
2020-11-26,31.58,1.08,1.63,17.70,,
2020-11-27,31.67,1.08,1.62,17.76,,
2020-11-30,31.17,1.06,1.65,17.37,,
2020-12-01,31.68,1.08,1.62,17.65,,
2020-12-02,32.19,1.1,1.6,18.09,,
2020-12-03,32.43,1.11,1.58,18.15,,
2020-12-04,32.86,1.12,1.56,18.61,,
2020-12-07,33.04,1.13,1.55,18.98,,
2020-12-08,32.52,1.11,1.58,18.67,,
2020-12-09,33.18,1.13,1.55,19.24,,
2020-12-10,33.07,1.13,1.55,18.98,,
2020-12-11,28.37,1.11,1.54,19.11,,
2020-12-14,28.29,1.11,1.54,19.21,,
2020-12-15,28.23,1.11,1.55,19.21,,
2020-12-16,28.39,1.11,1.54,19.21,,
2020-12-17,28.37,1.11,1.54,19.08,,
2020-12-18,28.4,1.11,1.54,19.01,,
2020-12-21,28.47,1.12,1.53,19.01,,
2020-12-22,28.03,1.1,1.56,18.82,,
2020-12-23,28.3,1.11,1.54,19.24,,
2020-12-24,28.78,1.13,1.52,20.25,,
2020-12-28,28.8,1.13,1.52,20.49,,
2020-12-29,28.93,1.14,1.51,20.39,,
2020-12-30,29.47,1.16,1.48,21.09,,
2021-01-04,30.2,1.19,1.44,19.93,,
2021-01-05,30.68,1.2,1.42,20.14,,
2021-01-06,30.45,1.2,1.43,19.73,,
2021-01-07,31.11,1.22,1.4,19.90,,
2021-01-08,32.35,1.27,1.35,21.32,,
2021-01-11,32.31,1.27,1.35,21.85,,
2021-01-12,32.08,1.26,1.36,21.75,,
2021-01-13,32.31,1.27,1.35,21.53,,
2021-01-14,32.33,1.27,1.35,21.53,,
2021-01-15,31.67,1.24,1.38,21.13,,
2021-01-18,30.95,1.21,1.41,20.41,,
2021-01-19,31.76,1.25,1.37,20.89,,
2021-01-20,31.99,1.26,1.36,20.93,,
2021-01-21,32.47,1.27,1.34,21.15,,
2021-01-22,32.26,1.27,1.35,20.84,,
2021-01-25,33.02,1.3,1.32,21.46,,
2021-01-26,32.28,1.27,1.35,20.81,,
2021-01-27,32.1,1.26,1.36,20.55,,
2021-01-28,31.55,1.24,1.38,20.09,,
2021-01-29,30.59,1.2,1.43,19.69,,
2021-02-01,31.42,1.23,1.39,19.93,,
2021-02-02,31.84,1.25,1.37,20.26,,
2021-02-03,32.18,1.26,1.36,20.31,,
2021-02-04,31.74,1.25,1.37,19.81,,
2021-02-05,32.08,1.26,1.36,20.05,,
2021-02-08,31.78,1.25,1.37,19.93,,
2021-02-09,31.71,1.25,1.38,19.85,,
2021-02-10,31.88,1.25,1.37,19.59,,
2021-02-15,32.36,1.27,1.35,20.21,,
2021-02-16,32.53,1.28,1.34,20.38,,
2021-02-17,32.22,1.27,1.35,19.97,,
2021-02-18,31.74,1.25,1.37,19.71,,
2021-02-19,31.96,1.25,1.36,19.83,,
2021-02-22,31.67,1.24,1.38,19.73,,
2021-02-23,31.57,1.24,1.38,19.69,,
2021-02-24,30.8,1.21,1.42,19.69,,
2021-02-25,31.88,1.25,1.37,20.48,,
2021-02-26,30.98,1.22,1.41,19.81,,
2021-03-02,31.3,1.23,1.39,20.07,,
2021-03-03,31.71,1.25,1.38,20.17,,
2021-03-04,31.3,1.23,1.39,19.78,,
2021-03-05,31.12,1.22,1.4,19.71,,
2021-03-08,30.81,1.21,1.42,19.69,,
2021-03-09,30.6,1.2,1.43,19.54,,
2021-03-10,30.42,1.19,1.43,19.42,,
2021-03-11,30.99,1.22,1.41,19.69,,
2021-03-12,31.41,1.23,1.39,19.88,,
2021-03-15,31.32,1.23,1.39,19.64,,
2021-03-16,31.54,1.24,1.38,19.88,,
2021-03-17,31.34,1.23,1.39,19.76,,
2021-03-18,31.53,1.24,1.38,19.90,,
2021-03-19,31.45,1.24,1.39,19.66,,
2021-03-22,31.41,1.23,1.39,19.69,,
2021-03-23,31.09,1.22,1.4,19.64,,
2021-03-24,31,1.22,1.41,19.45,,
2021-03-25,31.12,1.22,1.4,19.49,,
2021-03-26,31.45,1.24,1.39,19.57,,
2021-03-29,31.4,1.23,1.39,19.59,,
2021-03-30,31.75,1.25,1.37,19.73,,
2021-03-31,31.67,1.24,1.38,19.54,,
2021-04-01,31.94,1.25,1.36,17.46,,
2021-04-02,32.2,1.26,1.35,17.86,,
2021-04-05,32.29,1.27,1.35,17.98,,
2021-04-06,32.35,1.27,1.35,18.11,,
2021-04-07,32.46,1.27,1.34,18.03,,
2021-04-08,32.52,1.28,1.34,17.84,,
2021-04-09,32.4,1.27,1.35,17.61,,
2021-04-12,32.44,1.27,1.34,17.52,,
2021-04-13,32.79,1.29,1.33,17.69,,
2021-04-14,32.95,1.29,1.32,17.69,,
2021-04-15,33.07,1.3,1.32,17.71,,
2021-04-16,33.12,1.3,1.32,17.67,,
2021-04-19,33.12,1.3,1.32,17.54,,
2021-04-20,33.35,1.31,1.31,17.67,,
2021-04-21,32.85,1.29,1.33,17.39,,
2021-04-22,32.92,1.29,1.32,17.35,,
2021-04-23,32.99,1.3,1.32,17.44,,
2021-04-26,33.32,1.31,1.31,17.58,,
2021-04-27,33.3,1.31,1.31,17.46,,
2021-04-28,32.94,1.29,1.32,17.29,,
2021-04-29,32.87,1.29,1.33,17.21,,
2021-04-30,32.6,1.28,1.34,17.16,,
2021-05-03,26.05,1.26,1.83,17.21,,
2021-05-04,26.22,1.27,1.82,17.39,,
2021-05-06,26.48,1.28,1.8,17.33,,
2021-05-07,26.63,1.29,1.79,17.25,,
2021-05-10,27.07,1.31,1.76,17.52,,
2021-05-11,26.75,1.3,1.79,17.10,,
2021-05-12,26.46,1.28,1.8,16.85,,
2021-05-13,26.09,1.26,1.83,16.53,,
2021-05-14,26.36,1.28,1.81,16.87,,
2021-05-17,26.2,1.27,1.82,16.76,,
2021-05-18,26.53,1.28,1.8,16.76,,
2021-05-20,26.44,1.28,1.81,16.74,,
2021-05-21,26.39,1.28,1.81,16.87,,
2021-05-24,26.25,1.27,1.82,16.78,,
2021-05-25,26.48,1.28,1.8,16.83,,
2021-05-26,26.46,1.28,1.8,16.80,,
2021-05-27,26.43,1.28,1.81,16.76,,
2021-05-28,26.56,1.29,1.8,16.87,,
2021-05-31,26.69,1.29,1.79,16.95,,
2021-06-01,26.84,1.3,1.78,16.97,,
2021-06-02,26.86,1.3,1.78,17.02,,
2021-06-03,18.13,1.28,1.76,17.44,,
2021-06-04,18.09,1.28,1.77,17.31,,
2021-06-07,18.16,1.28,1.76,17.25,,
2021-06-08,18.13,1.28,1.76,17.25,,
2021-06-09,17.95,1.27,1.78,17.08,,
2021-06-10,17.97,1.27,1.77,17.06,,
2021-06-11,18.11,1.28,1.76,17.06,,
2021-06-14,18.12,1.28,1.76,16.95,,
2021-06-15,18.16,1.29,1.76,17.04,,
2021-06-16,18.27,1.29,1.74,17.23,,
2021-06-17,18.2,1.29,1.75,17.04,,
2021-06-18,18.22,1.29,1.75,16.95,,
2021-06-21,18.06,1.28,1.76,16.83,,
2021-06-22,18.19,1.29,1.75,16.85,,
2021-06-23,18.26,1.29,1.75,16.87,,
2021-06-24,18.32,1.3,1.74,17.10,,
2021-06-25,18.41,1.3,1.73,17.18,,
2021-06-28,18.4,1.3,1.73,17.25,,
2021-06-29,18.33,1.3,1.74,17.06,,
2021-06-30,18.38,1.3,1.73,16.99,,
2021-07-01,18.3,1.3,1.74,15.53,,
2021-07-02,18.3,1.3,1.74,15.51,,
2021-07-05,18.37,1.3,1.74,15.58,,
2021-07-06,18.44,1.31,1.73,15.74,,
2021-07-07,18.33,1.3,1.74,15.66,,
2021-07-08,18.15,1.29,1.76,15.49,,
2021-07-09,17.95,1.27,1.78,15.39,,
2021-07-12,18.11,1.28,1.76,15.45,,
2021-07-13,18.25,1.29,1.75,15.47,,
2021-07-14,18.22,1.29,1.75,15.41,,
2021-07-15,18.34,1.3,1.74,15.62,,
2021-07-16,18.31,1.3,1.74,15.47,,
2021-07-19,18.08,1.29,1.76,15.31,,
2021-07-20,18.02,1.28,1.76,15.31,,
2021-07-21,17.94,1.28,1.77,15.21,,
2021-07-22,18.11,1.29,1.75,15.45,,
2021-07-23,18.14,1.29,1.75,15.37,,
2021-07-26,17.97,1.28,1.77,15.27,,
2021-07-27,18.01,1.28,1.76,15.21,,
2021-07-28,18.04,1.28,1.76,15.35,,
2021-07-29,18.07,1.29,1.76,15.31,,
2021-07-30,17.85,1.27,1.78,15.21,,
2021-08-02,17.96,1.28,1.77,15.37,,
2021-08-03,18.04,1.28,1.76,15.78,,
2021-08-04,18.28,1.3,1.74,16.07,,
2021-08-05,18.26,1.3,1.74,15.91,,
2021-08-06,18.23,1.3,1.74,15.80,,
2021-08-09,18.43,1.31,1.72,15.80,,
2021-08-10,18.34,1.3,1.73,15.54,,
2021-08-11,18.31,1.31,1.73,15.21,,
2021-08-12,18.24,1.3,1.73,14.92,,
2021-08-13,18.02,1.29,1.75,14.42,,
2021-08-17,17.86,1.28,1.77,14.38,,
2021-08-18,17.94,1.28,1.76,14.32,,
2021-08-19,17.6,1.26,1.79,14.17,,
2021-08-20,17.39,1.24,1.81,14.09,,
2021-08-23,17.57,1.26,1.8,14.21,,
2021-08-24,17.84,1.28,1.77,14.65,,
2021-08-25,17.89,1.28,1.76,14.67,,
2021-08-26,17.78,1.27,1.77,14.46,,
2021-08-27,17.82,1.27,1.77,14.40,,
2021-08-30,17.88,1.28,1.77,14.46,,
2021-08-31,18.2,1.3,1.73,14.87,,
2021-09-01,18.24,1.3,1.73,14.89,,
2021-09-02,18.1,1.29,1.74,14.73,,
2021-09-03,18.24,1.3,1.73,14.85,,
2021-09-06,18.25,1.3,1.73,14.98,,
2021-09-07,18.16,1.3,1.74,14.75,,
2021-09-08,18.02,1.29,1.75,14.79,,
2021-09-09,14.82,1.23,1.77,14.59,,
2021-09-10,14.87,1.23,1.77,14.59,,
2021-09-13,14.89,1.23,1.77,14.79,,
2021-09-14,14.99,1.24,1.75,14.85,,
2021-09-15,15.01,1.24,1.75,14.92,,
2021-09-16,14.91,1.23,1.76,14.75,,
2021-09-17,14.95,1.24,1.76,14.96,,
2021-09-23,15,1.23,1.76,15.00,,
2021-09-24,14.99,1.23,1.76,14.98,,
2021-09-27,15.03,1.24,1.75,15.06,,
2021-09-28,14.86,1.22,1.77,14.79,,
2021-09-29,14.68,1.21,1.8,14.36,,
2021-09-30,14.72,1.21,1.79,14.36,,
2021-10-01,14.48,1.19,1.82,12.67,,
2021-10-05,14.21,1.17,1.86,12.50,,
2021-10-06,13.95,1.15,1.89,12.34,,
2021-10-07,14.2,1.17,1.86,12.39,,
2021-10-08,14.18,1.17,1.86,12.38,,
2021-10-12,13.99,1.15,1.88,11.94,,
2021-10-13,14.12,1.16,1.87,11.91,,
2021-10-14,14.34,1.18,1.84,12.01,,
2021-10-15,14.47,1.19,1.82,12.13,,
2021-10-18,14.43,1.19,1.83,12.15,,
2021-10-19,14.54,1.2,1.81,12.22,,
2021-10-20,14.46,1.19,1.82,12.17,,
2021-10-21,14.43,1.19,1.83,12.15,,
2021-10-22,14.43,1.19,1.83,12.19,,
2021-10-25,14.5,1.19,1.82,12.15,,
2021-10-26,14.63,1.2,1.8,12.31,,
2021-10-27,14.52,1.19,1.82,12.13,,
2021-10-28,14.44,1.19,1.83,12.24,,
2021-10-29,14.25,1.17,1.85,12.08,,
2021-11-01,14.3,1.18,1.84,12.10,,
2021-11-02,14.46,1.19,1.82,12.38,,
2021-11-03,14.29,1.17,1.85,12.19,,
2021-11-04,14.5,1.19,1.82,12.22,,
2021-11-05,14.43,1.19,1.83,12.15,,
2021-11-08,14.39,1.18,1.83,12.22,,
2021-11-09,14.4,1.18,1.83,12.20,,
2021-11-10,14.24,1.17,1.85,12.15,,
2021-11-11,14.21,1.17,1.85,12.10,,
2021-11-12,14.43,1.19,1.83,12.22,,
2021-11-15,14.58,1.2,1.81,12.36,,
2021-11-16,14.59,1.2,1.81,12.34,,
2021-11-17,14.42,1.19,1.83,12.24,,
2021-11-18,14.34,1.18,1.84,12.15,,
2021-11-19,14.46,1.19,1.82,12.32,,
2021-11-22,14.67,1.21,1.8,12.96,,
2021-11-23,14.59,1.2,1.81,13.03,,
2021-11-24,14.57,1.2,1.81,12.95,,
2021-11-25,14.51,1.19,1.82,12.76,,
2021-11-26,14.29,1.17,1.84,12.51,,
2021-11-29,14.17,1.16,1.86,12.51,,
2021-11-30,13.77,1.13,1.92,12.34,,
2021-12-01,14.07,1.16,1.87,12.88,,
2021-12-02,14.29,1.17,1.85,13.12,,
2021-12-03,14.4,1.18,1.83,13.09,,
2021-12-06,14.43,1.19,1.83,13.21,,
2021-12-07,14.52,1.19,1.82,13.40,,
2021-12-08,14.57,1.2,1.81,13.40,,
2021-12-09,14.71,1.21,1.79,13.54,,
2021-12-10,14.62,1.2,1.8,13.31,,
2021-12-13,12.82,1.15,1.81,13.29,,
2021-12-14,12.76,1.15,1.82,13.33,,
2021-12-15,12.77,1.15,1.82,13.43,,
2021-12-16,12.84,1.15,1.81,13.47,,
2021-12-17,12.89,1.16,1.8,13.50,,
2021-12-20,12.65,1.14,1.83,13.35,,
2021-12-21,12.7,1.14,1.82,13.52,,
2021-12-22,12.74,1.14,1.82,13.74,,
2021-12-23,12.8,1.15,1.81,13.83,,
2021-12-24,12.86,1.15,1.8,13.93,,
2021-12-27,12.8,1.15,1.81,13.88,,
2021-12-28,12.89,1.16,1.8,13.90,,
2021-12-29,12.78,1.15,1.81,13.64,,
2021-12-30,12.72,1.14,1.82,13.55,,
2022-01-03,12.76,1.15,1.82,12.34,,
2022-01-04,12.76,1.15,1.82,12.35,,
2022-01-05,12.61,1.13,1.84,12.15,,
2022-01-06,12.47,1.12,1.86,12.07,,
2022-01-07,12.62,1.13,1.84,12.29,,
2022-01-10,12.51,1.12,1.85,12.24,,
2022-01-11,12.51,1.12,1.85,12.38,,
2022-01-12,12.7,1.14,1.83,12.38,,
2022-01-13,12.66,1.14,1.83,12.23,,
2022-01-14,12.48,1.12,1.86,12.13,,
2022-01-17,12.35,1.11,1.88,12.16,,
2022-01-18,12.23,1.1,1.9,12.08,,
2022-01-19,12.14,1.09,1.91,11.98,,
2022-01-20,12.23,1.1,1.9,12.01,,
2022-01-21,12.11,1.09,1.92,11.87,,
2022-01-24,11.93,1.07,1.94,11.79,,
2022-01-25,11.62,1.04,2,11.61,,
2022-01-26,11.57,1.04,2,11.50,,
2022-01-27,11.16,1,2.08,11.19,,
2022-01-28,12.14,1.08,1.92,11.50,,
2022-02-03,12.34,1.1,1.88,11.50,,
2022-02-04,12.53,1.12,1.86,11.61,,
2022-02-07,12.51,1.12,1.86,11.46,,
2022-02-08,12.52,1.12,1.86,11.54,,
2022-02-09,12.62,1.13,1.84,11.72,,
2022-02-10,12.64,1.13,1.84,11.83,,
2022-02-11,12.53,1.12,1.86,11.76,,
2022-02-14,12.33,1.1,1.89,11.57,,
2022-02-15,12.2,1.09,1.91,11.57,,
2022-02-16,12.44,1.11,1.87,11.74,,
2022-02-17,12.51,1.12,1.86,11.77,,
2022-02-18,12.51,1.12,1.86,11.66,,
2022-02-21,12.51,1.12,1.86,11.65,,
2022-02-22,12.34,1.1,1.88,11.52,,
2022-02-23,12.39,1.11,1.88,11.46,,
2022-02-24,12.07,1.08,1.93,11.22,,
2022-02-25,12.2,1.09,1.91,11.28,,
2022-02-28,12.32,1.1,1.89,11.32,,
2022-03-02,12.34,1.1,1.88,11.25,,
2022-03-03,12.54,1.12,1.85,11.44,,
2022-03-04,12.39,1.11,1.88,11.22,,
2022-03-07,12.1,1.08,1.92,11.00,,
2022-03-08,11.97,1.07,1.94,10.91,,
2022-03-10,12.23,1.09,1.9,11.17,,
2022-03-11,12.15,1.08,1.91,10.99,,
2022-03-14,12.07,1.08,1.93,11.02,,
2022-03-15,11.97,1.07,1.94,10.91,,
2022-03-16,12.14,1.08,1.92,11.05,,
2022-03-17,12.3,1.1,1.89,11.17,,
2022-03-18,12.36,1.1,1.88,11.10,,
2022-03-21,12.26,1.09,1.9,10.97,,
2022-03-22,12.37,1.1,1.88,11.03,,
2022-03-23,12.48,1.11,1.86,11.06,,
2022-03-24,12.45,1.11,1.87,10.95,,
2022-03-25,12.46,1.11,1.87,10.95,,
2022-03-28,12.46,1.11,1.87,10.94,,
2022-03-29,12.51,1.12,1.86,11.02,,
2022-03-30,12.54,1.12,1.85,10.97,,
2022-03-31,12.58,1.12,1.85,10.92,,
2022-04-01,12.5,1.12,1.86,10.48,,
2022-04-04,12.59,1.12,1.85,10.51,,
2022-04-05,12.59,1.12,1.85,10.50,,
2022-04-06,12.48,1.11,1.86,10.39,,
2022-04-07,12.3,1.1,1.89,10.31,,
2022-04-08,12.32,1.1,1.89,10.28,,
2022-04-11,12.29,1.1,1.89,10.30,,
2022-04-12,12.17,1.09,1.91,10.16,,
2022-04-13,12.4,1.11,1.88,10.42,,
